Region/Country/Area,Area,Year,Series,Value
508,Mozambique,2021,Percentage of individuals using the internet,17.4
104,Myanmar,2005,Percentage of individuals using the internet,0.1
104,Myanmar,2010,Percentage of individuals using the internet,0.3
104,Myanmar,2015,Percentage of individuals using the internet,10.9
104,Myanmar,2019,Percentage of individuals using the internet,30.6
104,Myanmar,2020,Percentage of individuals using the internet,42
104,Myanmar,2021,Percentage of individuals using the internet,44
516,Namibia,2000,Percentage of individuals using the internet,1.6
516,Namibia,2005,Percentage of individuals using the internet,4
516,Namibia,2010,Percentage of individuals using the internet,11.6
516,Namibia,2015,Percentage of individuals using the internet,25.7
516,Namibia,2019,Percentage of individuals using the internet,44.8
516,Namibia,2020,Percentage of individuals using the internet,48.8
516,Namibia,2021,Percentage of individuals using the internet,53
520,Nauru,2019,Percentage of individuals using the internet,74.7
520,Nauru,2020,Percentage of individuals using the internet,76.7
520,Nauru,2021,Percentage of individuals using the internet,83.9
524,Nepal,2000,Percentage of individuals using the internet,0.2
524,Nepal,2005,Percentage of individuals using the internet,0.8
524,Nepal,2010,Percentage of individuals using the internet,7.9
524,Nepal,2015,Percentage of individuals using the internet,17.6
524,Nepal,2019,Percentage of individuals using the internet,34.8
524,Nepal,2020,Percentage of individuals using the internet,45.8
524,Nepal,2021,Percentage of individuals using the internet,51.6
528,Netherlands (Kingdom of the),2000,Percentage of individuals using the internet,44
528,Netherlands (Kingdom of the),2005,Percentage of individuals using the internet,81
528,Netherlands (Kingdom of the),2010,Percentage of individuals using the internet,90.7
528,Netherlands (Kingdom of the),2015,Percentage of individuals using the internet,91.7
528,Netherlands (Kingdom of the),2019,Percentage of individuals using the internet,93.3
528,Netherlands (Kingdom of the),2020,Percentage of individuals using the internet,91.3
528,Netherlands (Kingdom of the),2021,Percentage of individuals using the internet,92.1
540,New Caledonia,2000,Percentage of individuals using the internet,13.9
540,New Caledonia,2005,Percentage of individuals using the internet,32.4
540,New Caledonia,2010,Percentage of individuals using the internet,42
540,New Caledonia,2015,Percentage of individuals using the internet,74
554,New Zealand,2000,Percentage of individuals using the internet,47.4
554,New Zealand,2005,Percentage of individuals using the internet,62.7
554,New Zealand,2010,Percentage of individuals using the internet,80.5
554,New Zealand,2015,Percentage of individuals using the internet,85.2
554,New Zealand,2019,Percentage of individuals using the internet,89.9
554,New Zealand,2020,Percentage of individuals using the internet,92.9
554,New Zealand,2021,Percentage of individuals using the internet,95.9
558,Nicaragua,2000,Percentage of individuals using the internet,1
558,Nicaragua,2005,Percentage of individuals using the internet,2.6
558,Nicaragua,2010,Percentage of individuals using the internet,10
558,Nicaragua,2015,Percentage of individuals using the internet,19.7
558,Nicaragua,2019,Percentage of individuals using the internet,44.9
558,Nicaragua,2020,Percentage of individuals using the internet,53.4
558,Nicaragua,2021,Percentage of individuals using the internet,57.1
562,Niger,2000,Percentage of individuals using the internet,0
562,Niger,2005,Percentage of individuals using the internet,0.2
562,Niger,2010,Percentage of individuals using the internet,0.8
562,Niger,2015,Percentage of individuals using the internet,2.5
562,Niger,2019,Percentage of individuals using the internet,16.6
562,Niger,2020,Percentage of individuals using the internet,21.5
562,Niger,2021,Percentage of individuals using the internet,22.4
566,Nigeria,2000,Percentage of individuals using the internet,0.1
566,Nigeria,2005,Percentage of individuals using the internet,3.5
566,Nigeria,2010,Percentage of individuals using the internet,11.5
566,Nigeria,2015,Percentage of individuals using the internet,24.5
566,Nigeria,2019,Percentage of individuals using the internet,45
566,Nigeria,2020,Percentage of individuals using the internet,51.5
566,Nigeria,2021,Percentage of individuals using the internet,55.4
570,Niue,2000,Percentage of individuals using the internet,26.5
570,Niue,2005,Percentage of individuals using the internet,51.7
570,Niue,2010,Percentage of individuals using the internet,77
807,North Macedonia,2000,Percentage of individuals using the internet,2.5
807,North Macedonia,2005,Percentage of individuals using the internet,26.5
807,North Macedonia,2010,Percentage of individuals using the internet,51.9
807,North Macedonia,2015,Percentage of individuals using the internet,70.4
807,North Macedonia,2019,Percentage of individuals using the internet,81.4
807,North Macedonia,2020,Percentage of individuals using the internet,81.4
807,North Macedonia,2021,Percentage of individuals using the internet,83
578,Norway,2000,Percentage of individuals using the internet,52
578,Norway,2005,Percentage of individuals using the internet,82
578,Norway,2010,Percentage of individuals using the internet,93.4
578,Norway,2015,Percentage of individuals using the internet,96.8
578,Norway,2019,Percentage of individuals using the internet,98
578,Norway,2020,Percentage of individuals using the internet,97
578,Norway,2021,Percentage of individuals using the internet,99
512,Oman,2000,Percentage of individuals using the internet,3.5
512,Oman,2005,Percentage of individuals using the internet,6.7
512,Oman,2010,Percentage of individuals using the internet,35.8
512,Oman,2015,Percentage of individuals using the internet,73.5
512,Oman,2019,Percentage of individuals using the internet,90.3
512,Oman,2020,Percentage of individuals using the internet,95.2
512,Oman,2021,Percentage of individuals using the internet,96.4
158,Other non-specified areas,2000,Percentage of individuals using the internet,28.1
158,Other non-specified areas,2005,Percentage of individuals using the internet,58
158,Other non-specified areas,2010,Percentage of individuals using the internet,71.5
158,Other non-specified areas,2015,Percentage of individuals using the internet,78
158,Other non-specified areas,2019,Percentage of individuals using the internet,88.8
158,Other non-specified areas,2020,Percentage of individuals using the internet,89
158,Other non-specified areas,2021,Percentage of individuals using the internet,90.1
586,Pakistan,2005,Percentage of individuals using the internet,6.3
586,Pakistan,2010,Percentage of individuals using the internet,8
586,Pakistan,2015,Percentage of individuals using the internet,11
586,Pakistan,2019,Percentage of individuals using the internet,17.1
586,Pakistan,2020,Percentage of individuals using the internet,18.9
586,Pakistan,2021,Percentage of individuals using the internet,21
591,Panama,2000,Percentage of individuals using the internet,6.6
591,Panama,2005,Percentage of individuals using the internet,11.5
591,Panama,2010,Percentage of individuals using the internet,40.1
591,Panama,2015,Percentage of individuals using the internet,51.2
591,Panama,2019,Percentage of individuals using the internet,63.6
591,Panama,2020,Percentage of individuals using the internet,65.5
591,Panama,2021,Percentage of individuals using the internet,67.5
598,Papua New Guinea,2000,Percentage of individuals using the internet,0.8
598,Papua New Guinea,2005,Percentage of individuals using the internet,1.7
598,Papua New Guinea,2010,Percentage of individuals using the internet,1.3
598,Papua New Guinea,2015,Percentage of individuals using the internet,7.9
598,Papua New Guinea,2019,Percentage of individuals using the internet,20
598,Papua New Guinea,2020,Percentage of individuals using the internet,27.7
598,Papua New Guinea,2021,Percentage of individuals using the internet,32.1
600,Paraguay,2000,Percentage of individuals using the internet,0.7
600,Paraguay,2005,Percentage of individuals using the internet,7.9
600,Paraguay,2010,Percentage of individuals using the internet,19.8
600,Paraguay,2015,Percentage of individuals using the internet,49.7
600,Paraguay,2019,Percentage of individuals using the internet,68.5
600,Paraguay,2020,Percentage of individuals using the internet,74
600,Paraguay,2021,Percentage of individuals using the internet,77
604,Peru,2000,Percentage of individuals using the internet,3.1
604,Peru,2005,Percentage of individuals using the internet,17.1
604,Peru,2010,Percentage of individuals using the internet,34.8
604,Peru,2015,Percentage of individuals using the internet,40.9
604,Peru,2019,Percentage of individuals using the internet,60
604,Peru,2020,Percentage of individuals using the internet,65.3
604,Peru,2021,Percentage of individuals using the internet,71.1
608,Philippines,2000,Percentage of individuals using the internet,2
608,Philippines,2005,Percentage of individuals using the internet,5.4
608,Philippines,2010,Percentage of individuals using the internet,25
608,Philippines,2015,Percentage of individuals using the internet,36.9
608,Philippines,2019,Percentage of individuals using the internet,43
608,Philippines,2020,Percentage of individuals using the internet,47.1
608,Philippines,2021,Percentage of individuals using the internet,52.7
616,Poland,2000,Percentage of individuals using the internet,7.3
616,Poland,2005,Percentage of individuals using the internet,38.8
616,Poland,2010,Percentage of individuals using the internet,62.3
616,Poland,2015,Percentage of individuals using the internet,68
616,Poland,2019,Percentage of individuals using the internet,80.4
616,Poland,2020,Percentage of individuals using the internet,83.2
616,Poland,2021,Percentage of individuals using the internet,85.4
620,Portugal,2000,Percentage of individuals using the internet,16.4
620,Portugal,2005,Percentage of individuals using the internet,35
620,Portugal,2010,Percentage of individuals using the internet,53.3
620,Portugal,2015,Percentage of individuals using the internet,68.6
620,Portugal,2019,Percentage of individuals using the internet,75.3
620,Portugal,2020,Percentage of individuals using the internet,78.3
620,Portugal,2021,Percentage of individuals using the internet,82.3
630,Puerto Rico,2000,Percentage of individuals using the internet,10.5
630,Puerto Rico,2005,Percentage of individuals using the internet,23.4
630,Puerto Rico,2010,Percentage of individuals using the internet,45.3
630,Puerto Rico,2015,Percentage of individuals using the internet,63.5
630,Puerto Rico,2019,Percentage of individuals using the internet,77.7
634,Qatar,2000,Percentage of individuals using the internet,4.9
634,Qatar,2005,Percentage of individuals using the internet,24.7
634,Qatar,2010,Percentage of individuals using the internet,69
634,Qatar,2015,Percentage of individuals using the internet,92.9
634,Qatar,2019,Percentage of individuals using the internet,99.7
634,Qatar,2020,Percentage of individuals using the internet,99.7
634,Qatar,2021,Percentage of individuals using the internet,100
410,Republic of Korea,2000,Percentage of individuals using the internet,44.7
410,Republic of Korea,2005,Percentage of individuals using the internet,73.5
410,Republic of Korea,2010,Percentage of individuals using the internet,83.7
410,Republic of Korea,2015,Percentage of individuals using the internet,89.9
410,Republic of Korea,2019,Percentage of individuals using the internet,96.2
410,Republic of Korea,2020,Percentage of individuals using the internet,96.5
410,Republic of Korea,2021,Percentage of individuals using the internet,97.6
498,Republic of Moldova,2000,Percentage of individuals using the internet,1.3
498,Republic of Moldova,2005,Percentage of individuals using the internet,14.6
498,Republic of Moldova,2010,Percentage of individuals using the internet,29.7
498,Republic of Moldova,2015,Percentage of individuals using the internet,43.1
498,Republic of Moldova,2019,Percentage of individuals using the internet,57.8
498,Republic of Moldova,2020,Percentage of individuals using the internet,59.2
498,Republic of Moldova,2021,Percentage of individuals using the internet,61.3
638,Réunion,2000,Percentage of individuals using the internet,13.8
638,Réunion,2005,Percentage of individuals using the internet,28.1
642,Romania,2000,Percentage of individuals using the internet,3.6
642,Romania,2005,Percentage of individuals using the internet,21.5
642,Romania,2010,Percentage of individuals using the internet,39.9
642,Romania,2015,Percentage of individuals using the internet,55.8
642,Romania,2019,Percentage of individuals using the internet,73.7
642,Romania,2020,Percentage of individuals using the internet,78.5
642,Romania,2021,Percentage of individuals using the internet,83.6
643,Russian Federation,2000,Percentage of individuals using the internet,2
643,Russian Federation,2005,Percentage of individuals using the internet,15.2
643,Russian Federation,2010,Percentage of individuals using the internet,49
643,Russian Federation,2015,Percentage of individuals using the internet,70.1
643,Russian Federation,2019,Percentage of individuals using the internet,82.6
643,Russian Federation,2020,Percentage of individuals using the internet,85
643,Russian Federation,2021,Percentage of individuals using the internet,88.2
646,Rwanda,2000,Percentage of individuals using the internet,0.1
646,Rwanda,2005,Percentage of individuals using the internet,0.6
646,Rwanda,2010,Percentage of individuals using the internet,8
646,Rwanda,2015,Percentage of individuals using the internet,12.5
646,Rwanda,2019,Percentage of individuals using the internet,21.4
646,Rwanda,2020,Percentage of individuals using the internet,23.8
646,Rwanda,2021,Percentage of individuals using the internet,30.5
654,Saint Helena,2000,Percentage of individuals using the internet,5.9
654,Saint Helena,2005,Percentage of individuals using the internet,15.9
654,Saint Helena,2010,Percentage of individuals using the internet,24.9
659,Saint Kitts and Nevis,2000,Percentage of individuals using the internet,5.9
659,Saint Kitts and Nevis,2005,Percentage of individuals using the internet,34
659,Saint Kitts and Nevis,2010,Percentage of individuals using the internet,63
659,Saint Kitts and Nevis,2015,Percentage of individuals using the internet,75.7
659,Saint Kitts and Nevis,2019,Percentage of individuals using the internet,79.8
659,Saint Kitts and Nevis,2020,Percentage of individuals using the internet,80.4
659,Saint Kitts and Nevis,2021,Percentage of individuals using the internet,79.5
662,Saint Lucia,2000,Percentage of individuals using the internet,5.1
662,Saint Lucia,2005,Percentage of individuals using the internet,21.6
662,Saint Lucia,2010,Percentage of individuals using the internet,32.5
662,Saint Lucia,2015,Percentage of individuals using the internet,57.3
662,Saint Lucia,2019,Percentage of individuals using the internet,77
662,Saint Lucia,2020,Percentage of individuals using the internet,77.5
662,Saint Lucia,2021,Percentage of individuals using the internet,78.1
670,Saint Vincent & Grenadines,2000,Percentage of individuals using the internet,3.2
670,Saint Vincent & Grenadines,2005,Percentage of individuals using the internet,9.2
670,Saint Vincent & Grenadines,2010,Percentage of individuals using the internet,33.7
670,Saint Vincent & Grenadines,2015,Percentage of individuals using the internet,49.4
670,Saint Vincent & Grenadines,2019,Percentage of individuals using the internet,74
670,Saint Vincent & Grenadines,2020,Percentage of individuals using the internet,80.4
670,Saint Vincent & Grenadines,2021,Percentage of individuals using the internet,84.9
882,Samoa,2000,Percentage of individuals using the internet,0.6
882,Samoa,2005,Percentage of individuals using the internet,3.4
882,Samoa,2010,Percentage of individuals using the internet,7
882,Samoa,2015,Percentage of individuals using the internet,25.4
882,Samoa,2019,Percentage of individuals using the internet,61.2
882,Samoa,2020,Percentage of individuals using the internet,69.2
882,Samoa,2021,Percentage of individuals using the internet,78.2
674,San Marino,2000,Percentage of individuals using the internet,48.8
674,San Marino,2005,Percentage of individuals using the internet,50.3
674,San Marino,2019,Percentage of individuals using the internet,67.9
674,San Marino,2020,Percentage of individuals using the internet,70.5
674,San Marino,2021,Percentage of individuals using the internet,74.9
678,Sao Tome and Principe,2000,Percentage of individuals using the internet,4.6
678,Sao Tome and Principe,2005,Percentage of individuals using the internet,13.8
678,Sao Tome and Principe,2010,Percentage of individuals using the internet,18.8
678,Sao Tome and Principe,2015,Percentage of individuals using the internet,25.8
678,Sao Tome and Principe,2019,Percentage of individuals using the internet,30.2
678,Sao Tome and Principe,2020,Percentage of individuals using the internet,40.3
678,Sao Tome and Principe,2021,Percentage of individuals using the internet,51.2
682,Saudi Arabia,2000,Percentage of individuals using the internet,2.2
682,Saudi Arabia,2005,Percentage of individuals using the internet,12.7
682,Saudi Arabia,2010,Percentage of individuals using the internet,41
682,Saudi Arabia,2015,Percentage of individuals using the internet,69.6
682,Saudi Arabia,2019,Percentage of individuals using the internet,95.7
682,Saudi Arabia,2020,Percentage of individuals using the internet,97.9
682,Saudi Arabia,2021,Percentage of individuals using the internet,100
686,Senegal,2000,Percentage of individuals using the internet,0.4
686,Senegal,2005,Percentage of individuals using the internet,4.8
686,Senegal,2010,Percentage of individuals using the internet,8
686,Senegal,2015,Percentage of individuals using the internet,21.7
686,Senegal,2019,Percentage of individuals using the internet,36.2
686,Senegal,2020,Percentage of individuals using the internet,47.2
686,Senegal,2021,Percentage of individuals using the internet,58.1
688,Serbia,2005,Percentage of individuals using the internet,26.3
688,Serbia,2010,Percentage of individuals using the internet,40.9
688,Serbia,2015,Percentage of individuals using the internet,65.3
688,Serbia,2019,Percentage of individuals using the internet,77.4
688,Serbia,2020,Percentage of individuals using the internet,78.4
688,Serbia,2021,Percentage of individuals using the internet,81.2
690,Seychelles,2000,Percentage of individuals using the internet,7.4
690,Seychelles,2005,Percentage of individuals using the internet,25.4
690,Seychelles,2010,Percentage of individuals using the internet,41
690,Seychelles,2015,Percentage of individuals using the internet,54.3
690,Seychelles,2019,Percentage of individuals using the internet,74.8
690,Seychelles,2020,Percentage of individuals using the internet,75.5
690,Seychelles,2021,Percentage of individuals using the internet,81.6
694,Sierra Leone,2000,Percentage of individuals using the internet,0.1
694,Sierra Leone,2005,Percentage of individuals using the internet,0.2
694,Sierra Leone,2010,Percentage of individuals using the internet,0.6
694,Sierra Leone,2015,Percentage of individuals using the internet,6.3
694,Sierra Leone,2019,Percentage of individuals using the internet,16.8
694,Sierra Leone,2020,Percentage of individuals using the internet,18
702,Singapore,2000,Percentage of individuals using the internet,36
702,Singapore,2005,Percentage of individuals using the internet,61
702,Singapore,2010,Percentage of individuals using the internet,71
702,Singapore,2015,Percentage of individuals using the internet,83.2
702,Singapore,2019,Percentage of individuals using the internet,88.9
702,Singapore,2020,Percentage of individuals using the internet,92
702,Singapore,2021,Percentage of individuals using the internet,91.1
703,Slovakia,2000,Percentage of individuals using the internet,9.4
703,Slovakia,2005,Percentage of individuals using the internet,55.2
703,Slovakia,2010,Percentage of individuals using the internet,75.7
703,Slovakia,2015,Percentage of individuals using the internet,77.6
703,Slovakia,2019,Percentage of individuals using the internet,82.9
703,Slovakia,2020,Percentage of individuals using the internet,89.9
703,Slovakia,2021,Percentage of individuals using the internet,88.9
705,Slovenia,2000,Percentage of individuals using the internet,15.1
705,Slovenia,2005,Percentage of individuals using the internet,46.8
705,Slovenia,2010,Percentage of individuals using the internet,70
705,Slovenia,2015,Percentage of individuals using the internet,73.1
705,Slovenia,2019,Percentage of individuals using the internet,83.1
705,Slovenia,2020,Percentage of individuals using the internet,86.6
705,Slovenia,2021,Percentage of individuals using the internet,89
90,Solomon Islands,2000,Percentage of individuals using the internet,0.5
90,Solomon Islands,2005,Percentage of individuals using the internet,0.8
90,Solomon Islands,2010,Percentage of individuals using the internet,5
90,Solomon Islands,2015,Percentage of individuals using the internet,10
90,Solomon Islands,2019,Percentage of individuals using the internet,28.2
90,Solomon Islands,2020,Percentage of individuals using the internet,35.9
90,Solomon Islands,2021,Percentage of individuals using the internet,36.1
706,Somalia,2000,Percentage of individuals using the internet,0
706,Somalia,2005,Percentage of individuals using the internet,1.1
706,Somalia,2015,Percentage of individuals using the internet,1.8
710,South Africa,2000,Percentage of individuals using the internet,5.3
710,South Africa,2005,Percentage of individuals using the internet,7.5
710,South Africa,2010,Percentage of individuals using the internet,24
710,South Africa,2015,Percentage of individuals using the internet,51.9
710,South Africa,2019,Percentage of individuals using the internet,69.7
710,South Africa,2020,Percentage of individuals using the internet,70.3
710,South Africa,2021,Percentage of individuals using the internet,72.3
728,South Sudan,2015,Percentage of individuals using the internet,3
728,South Sudan,2019,Percentage of individuals using the internet,5.6
728,South Sudan,2020,Percentage of individuals using the internet,6.5
724,Spain,2000,Percentage of individuals using the internet,13.6
724,Spain,2005,Percentage of individuals using the internet,47.9
724,Spain,2010,Percentage of individuals using the internet,65.8
724,Spain,2015,Percentage of individuals using the internet,78.7
724,Spain,2019,Percentage of individuals using the internet,90.7
724,Spain,2020,Percentage of individuals using the internet,93.2
724,Spain,2021,Percentage of individuals using the internet,93.9
144,Sri Lanka,2000,Percentage of individuals using the internet,0.6
144,Sri Lanka,2005,Percentage of individuals using the internet,1.8
144,Sri Lanka,2015,Percentage of individuals using the internet,15.3
144,Sri Lanka,2019,Percentage of individuals using the internet,50.7
144,Sri Lanka,2020,Percentage of individuals using the internet,59.2
144,Sri Lanka,2021,Percentage of individuals using the internet,66.7
275,State of Palestine,2000,Percentage of individuals using the internet,1.1
275,State of Palestine,2005,Percentage of individuals using the internet,16
275,State of Palestine,2010,Percentage of individuals using the internet,37.4
275,State of Palestine,2015,Percentage of individuals using the internet,56.7
275,State of Palestine,2019,Percentage of individuals using the internet,70.6
729,Sudan,2000,Percentage of individuals using the internet,0
729,Sudan,2005,Percentage of individuals using the internet,1.3
729,Sudan,2019,Percentage of individuals using the internet,25.9
729,Sudan,2020,Percentage of individuals using the internet,28.4
740,Suriname,2000,Percentage of individuals using the internet,2.5
740,Suriname,2005,Percentage of individuals using the internet,6.4
740,Suriname,2010,Percentage of individuals using the internet,31.6
740,Suriname,2015,Percentage of individuals using the internet,42.8
740,Suriname,2019,Percentage of individuals using the internet,56.8
740,Suriname,2020,Percentage of individuals using the internet,62.1
740,Suriname,2021,Percentage of individuals using the internet,65.9
752,Sweden,2000,Percentage of individuals using the internet,45.7
752,Sweden,2005,Percentage of individuals using the internet,84.8
752,Sweden,2010,Percentage of individuals using the internet,90
752,Sweden,2015,Percentage of individuals using the internet,90.6
752,Sweden,2019,Percentage of individuals using the internet,94.5
752,Sweden,2020,Percentage of individuals using the internet,94.5
752,Sweden,2021,Percentage of individuals using the internet,88.3
756,Switzerland,2000,Percentage of individuals using the internet,47.1
756,Switzerland,2005,Percentage of individuals using the internet,70.1
756,Switzerland,2010,Percentage of individuals using the internet,83.9
756,Switzerland,2015,Percentage of individuals using the internet,87.5
756,Switzerland,2019,Percentage of individuals using the internet,93.1
756,Switzerland,2020,Percentage of individuals using the internet,94.4
756,Switzerland,2021,Percentage of individuals using the internet,95.6
760,Syrian Arab Republic,2000,Percentage of individuals using the internet,0.2
760,Syrian Arab Republic,2005,Percentage of individuals using the internet,5.6
760,Syrian Arab Republic,2010,Percentage of individuals using the internet,20.7
760,Syrian Arab Republic,2015,Percentage of individuals using the internet,30
760,Syrian Arab Republic,2019,Percentage of individuals using the internet,34.7
760,Syrian Arab Republic,2020,Percentage of individuals using the internet,35.8
762,Tajikistan,2000,Percentage of individuals using the internet,0
762,Tajikistan,2005,Percentage of individuals using the internet,0.3
762,Tajikistan,2010,Percentage of individuals using the internet,11.6
762,Tajikistan,2015,Percentage of individuals using the internet,19
764,Thailand,2000,Percentage of individuals using the internet,3.7
764,Thailand,2005,Percentage of individuals using the internet,15
764,Thailand,2010,Percentage of individuals using the internet,22.4
764,Thailand,2015,Percentage of individuals using the internet,39.3
764,Thailand,2019,Percentage of individuals using the internet,66.7
764,Thailand,2020,Percentage of individuals using the internet,77.8
764,Thailand,2021,Percentage of individuals using the internet,85.3
626,Timor-Leste,2005,Percentage of individuals using the internet,0.1
626,Timor-Leste,2010,Percentage of individuals using the internet,3
626,Timor-Leste,2015,Percentage of individuals using the internet,18.6
626,Timor-Leste,2019,Percentage of individuals using the internet,28
626,Timor-Leste,2020,Percentage of individuals using the internet,34.1
626,Timor-Leste,2021,Percentage of individuals using the internet,39.5
768,Togo,2000,Percentage of individuals using the internet,0.8
768,Togo,2005,Percentage of individuals using the internet,1.8
768,Togo,2010,Percentage of individuals using the internet,3
768,Togo,2015,Percentage of individuals using the internet,7.1
768,Togo,2019,Percentage of individuals using the internet,20.7
768,Togo,2020,Percentage of individuals using the internet,29.1
768,Togo,2021,Percentage of individuals using the internet,35
776,Tonga,2000,Percentage of individuals using the internet,2.4
776,Tonga,2005,Percentage of individuals using the internet,4.9
776,Tonga,2010,Percentage of individuals using the internet,16
776,Tonga,2015,Percentage of individuals using the internet,38.7
776,Tonga,2019,Percentage of individuals using the internet,61.8
776,Tonga,2020,Percentage of individuals using the internet,66.6
776,Tonga,2021,Percentage of individuals using the internet,71.6
780,Trinidad and Tobago,2000,Percentage of individuals using the internet,7.7
780,Trinidad and Tobago,2005,Percentage of individuals using the internet,29
780,Trinidad and Tobago,2010,Percentage of individuals using the internet,48.5
780,Trinidad and Tobago,2015,Percentage of individuals using the internet,65.1
780,Trinidad and Tobago,2019,Percentage of individuals using the internet,79
780,Trinidad and Tobago,2020,Percentage of individuals using the internet,78.7
780,Trinidad and Tobago,2021,Percentage of individuals using the internet,79
788,Tunisia,2000,Percentage of individuals using the internet,2.8
788,Tunisia,2005,Percentage of individuals using the internet,9.7
788,Tunisia,2010,Percentage of individuals using the internet,36.8
788,Tunisia,2015,Percentage of individuals using the internet,46.5
788,Tunisia,2019,Percentage of individuals using the internet,66.7
788,Tunisia,2020,Percentage of individuals using the internet,72.8
788,Tunisia,2021,Percentage of individuals using the internet,79
792,Türkiye,2000,Percentage of individuals using the internet,3.8
792,Türkiye,2005,Percentage of individuals using the internet,15.5
792,Türkiye,2010,Percentage of individuals using the internet,39.8
792,Türkiye,2015,Percentage of individuals using the internet,53.7
792,Türkiye,2019,Percentage of individuals using the internet,74
792,Türkiye,2020,Percentage of individuals using the internet,77.7
792,Türkiye,2021,Percentage of individuals using the internet,81.4
795,Turkmenistan,2000,Percentage of individuals using the internet,0.1
795,Turkmenistan,2005,Percentage of individuals using the internet,1
795,Turkmenistan,2010,Percentage of individuals using the internet,3
795,Turkmenistan,2015,Percentage of individuals using the internet,15
798,Tuvalu,2000,Percentage of individuals using the internet,5.2
798,Tuvalu,2005,Percentage of individuals using the internet,8.3
798,Tuvalu,2010,Percentage of individuals using the internet,14.6
798,Tuvalu,2015,Percentage of individuals using the internet,27.3
798,Tuvalu,2021,Percentage of individuals using the internet,71.6
800,Uganda,2000,Percentage of individuals using the internet,0.2
800,Uganda,2005,Percentage of individuals using the internet,1.7
800,Uganda,2010,Percentage of individuals using the internet,4.3
800,Uganda,2015,Percentage of individuals using the internet,5.8
800,Uganda,2019,Percentage of individuals using the internet,6
800,Uganda,2020,Percentage of individuals using the internet,6.1
800,Uganda,2021,Percentage of individuals using the internet,10.3
804,Ukraine,2000,Percentage of individuals using the internet,0.7
804,Ukraine,2005,Percentage of individuals using the internet,3.7
804,Ukraine,2010,Percentage of individuals using the internet,23.3
804,Ukraine,2015,Percentage of individuals using the internet,48.9
804,Ukraine,2019,Percentage of individuals using the internet,70.1
804,Ukraine,2020,Percentage of individuals using the internet,75
804,Ukraine,2021,Percentage of individuals using the internet,79.2
784,United Arab Emirates,2000,Percentage of individuals using the internet,23.6
784,United Arab Emirates,2005,Percentage of individuals using the internet,40
784,United Arab Emirates,2010,Percentage of individuals using the internet,68
784,United Arab Emirates,2015,Percentage of individuals using the internet,90.5
784,United Arab Emirates,2019,Percentage of individuals using the internet,99.2
784,United Arab Emirates,2020,Percentage of individuals using the internet,100
784,United Arab Emirates,2021,Percentage of individuals using the internet,100
826,United Kingdom,2000,Percentage of individuals using the internet,26.8
826,United Kingdom,2005,Percentage of individuals using the internet,70
826,United Kingdom,2010,Percentage of individuals using the internet,85
826,United Kingdom,2015,Percentage of individuals using the internet,92
826,United Kingdom,2019,Percentage of individuals using the internet,92.5
826,United Kingdom,2020,Percentage of individuals using the internet,94.8
826,United Kingdom,2021,Percentage of individuals using the internet,96.7
834,United Rep. of Tanzania,2000,Percentage of individuals using the internet,0.1
834,United Rep. of Tanzania,2005,Percentage of individuals using the internet,1.1
834,United Rep. of Tanzania,2010,Percentage of individuals using the internet,2.9
834,United Rep. of Tanzania,2015,Percentage of individuals using the internet,10
834,United Rep. of Tanzania,2019,Percentage of individuals using the internet,18.3
834,United Rep. of Tanzania,2020,Percentage of individuals using the internet,23.4
834,United Rep. of Tanzania,2021,Percentage of individuals using the internet,31.6
840,United States of America,2000,Percentage of individuals using the internet,43.1
840,United States of America,2005,Percentage of individuals using the internet,68
840,United States of America,2010,Percentage of individuals using the internet,71.7
840,United States of America,2015,Percentage of individuals using the internet,74.6
840,United States of America,2019,Percentage of individuals using the internet,89.4
840,United States of America,2020,Percentage of individuals using the internet,90.6
840,United States of America,2021,Percentage of individuals using the internet,91.8
850,United States Virgin Islands,2000,Percentage of individuals using the internet,13.8
850,United States Virgin Islands,2005,Percentage of individuals using the internet,27.3
850,United States Virgin Islands,2010,Percentage of individuals using the internet,31.2
850,United States Virgin Islands,2015,Percentage of individuals using the internet,54.8
858,Uruguay,2000,Percentage of individuals using the internet,10.5
858,Uruguay,2005,Percentage of individuals using the internet,20.1
858,Uruguay,2010,Percentage of individuals using the internet,46.4
858,Uruguay,2015,Percentage of individuals using the internet,64.6
858,Uruguay,2019,Percentage of individuals using the internet,83.4
858,Uruguay,2020,Percentage of individuals using the internet,86.3
858,Uruguay,2021,Percentage of individuals using the internet,90.1
860,Uzbekistan,2000,Percentage of individuals using the internet,0.5
860,Uzbekistan,2005,Percentage of individuals using the internet,3.3
860,Uzbekistan,2010,Percentage of individuals using the internet,15.9
860,Uzbekistan,2015,Percentage of individuals using the internet,42.8
860,Uzbekistan,2019,Percentage of individuals using the internet,70.4
860,Uzbekistan,2020,Percentage of individuals using the internet,71.1
860,Uzbekistan,2021,Percentage of individuals using the internet,76.6
548,Vanuatu,2000,Percentage of individuals using the internet,2.1
548,Vanuatu,2005,Percentage of individuals using the internet,5.1
548,Vanuatu,2010,Percentage of individuals using the internet,8
548,Vanuatu,2015,Percentage of individuals using the internet,22.4
548,Vanuatu,2019,Percentage of individuals using the internet,50.7
548,Vanuatu,2020,Percentage of individuals using the internet,53.3
548,Vanuatu,2021,Percentage of individuals using the internet,66.3
862,Venezuela (Boliv. Rep. of),2000,Percentage of individuals using the internet,3.4
